,pm10,pm25,so2,co,o3,no2,categori
1899,33.0,36.0,22.0,7.0,9.0,13.0,BAIK
1900,27.0,30.0,21.0,8.0,12.0,12.0,BAIK
1901,21.689602294173298,26.0,20.0,6.0,20.0,11.0,BAIK
1902,51.0,41.0,20.0,8.0,16.0,10.0,SEDANG
1903,49.0,73.0,45.928305135086,8.0,10.0,27.0,SEDANG
1904,28.0,60.0,40.28158884445859,6.0,11.0,22.0,SEDANG
1905,38.0,69.0,44.975376194267085,8.0,13.0,35.0,SEDANG
1906,34.0,62.0,13.0,5.0,10.0,23.0,SEDANG
1907,41.0,68.0,13.0,7.0,9.0,35.0,SEDANG
1908,51.0,79.0,16.0,13.0,13.0,46.0,SEDANG
1909,51.0,71.0,13.0,8.0,10.0,38.0,SEDANG
1910,31.0,54.0,13.0,5.0,12.0,19.0,SEDANG
1911,20.0,51.0,14.0,8.0,13.0,26.0,SEDANG
1912,53.0,77.0,19.0,15.0,16.0,43.0,SEDANG
1913,29.0,63.0,11.0,8.0,23.0,9.0,SEDANG
1914,37.0,64.0,9.0,8.0,13.0,11.0,SEDANG
1915,36.0,59.0,8.0,8.0,10.0,18.0,SEDANG
1916,28.0,52.0,14.0,6.0,10.0,10.0,SEDANG
1917,35.0,56.0,11.0,9.0,10.0,33.0,SEDANG
1918,34.0,60.0,11.0,6.0,10.0,19.0,SEDANG
1919,33.0,59.0,14.0,7.0,11.0,16.0,SEDANG
1920,21.0,40.0,12.0,7.0,11.0,9.0,BAIK
1921,19.0,40.0,12.0,6.0,11.0,17.0,BAIK
1922,23.0,41.0,13.0,7.0,12.0,12.0,BAIK
1923,40.0,58.0,13.0,14.0,11.0,56.0,SEDANG
1924,33.0,51.0,14.0,13.0,8.0,48.0,SEDANG
1925,57.0,90.0,23.0,20.0,13.0,81.0,SEDANG
1926,51.0,75.0,22.0,14.0,11.0,59.0,SEDANG
1927,31.0,57.0,20.0,11.0,9.0,51.0,SEDANG
1928,42.0,63.0,23.0,14.0,8.0,63.0,SEDANG
1929,26.0,54.0,20.0,6.0,9.0,18.0,SEDANG
1930,23.0,46.0,23.0,5.0,9.0,18.040808580880885,BAIK
1931,25.0,40.0,24.0,10.0,9.0,27.0,BAIK
1932,23.0,38.0,22.0,8.0,17.0,16.299869508098425,BAIK
1933,32.0,55.0,23.0,10.0,18.0,16.0,SEDANG
1934,46.0,30.0,23.0,9.0,19.0,9.0,BAIK
1935,31.0,23.0,23.0,8.0,20.0,11.0,BAIK
1936,55.0,51.0,23.0,12.0,19.0,13.0,SEDANG
1937,45.0,27.0,24.0,7.0,17.0,11.0,BAIK
1938,35.0,28.0,23.0,9.0,12.0,8.0,BAIK
1939,55.0,43.0,22.0,18.0,21.0,11.0,SEDANG
1940,37.0,25.0,10.0,12.0,14.0,8.0,BAIK
1941,27.0,21.0,10.0,8.0,15.0,9.0,BAIK
1942,26.0,16.0,10.0,10.0,14.0,13.0,BAIK
1943,50.0,33.0,12.0,19.0,22.0,17.0,BAIK
1944,45.0,23.0,12.0,10.0,30.0,17.0,BAIK
1945,48.0,21.0,11.0,11.0,19.0,11.0,BAIK
1946,30.0,22.0,11.0,10.0,12.0,12.0,BAIK
1947,26.0,14.0,13.0,8.0,14.0,11.0,BAIK
1948,32.0,23.0,12.0,10.0,14.0,9.0,BAIK
1949,34.0,23.0,13.0,8.0,16.0,10.0,BAIK
1950,33.0,20.0,14.0,8.0,15.0,11.0,BAIK
1951,22.0,14.0,11.0,8.0,15.0,9.0,BAIK
1952,27.0,16.0,12.0,8.0,17.0,9.0,BAIK
1953,27.0,16.0,12.0,10.0,18.0,9.0,BAIK
1954,39.0,22.0,12.0,14.0,15.0,11.0,BAIK
1955,31.0,14.0,12.0,16.0,11.0,10.0,BAIK
1956,52.0,35.0,15.0,18.0,18.0,14.0,SEDANG
1957,54.0,30.0,12.0,13.0,17.0,12.0,SEDANG
1958,46.0,33.0,14.0,15.0,15.0,11.0,BAIK
1959,49.0,27.0,13.0,17.0,12.0,9.0,BAIK
1960,26.0,20.0,12.0,7.0,14.0,8.0,BAIK
1961,27.0,18.0,13.0,6.0,12.0,7.0,BAIK
1962,27.0,12.0,11.0,10.0,13.0,10.0,BAIK
1963,50.0,52.0,12.0,9.0,22.0,10.0,SEDANG
1964,33.0,14.0,12.0,9.0,26.0,13.0,BAIK
1965,30.342664430650036,48.0,12.0,6.0,26.0,7.0,BAIK
1966,18.478780280232073,26.0,13.0,4.0,28.0,4.0,BAIK
1967,31.668000900927193,46.0,22.0,8.0,26.0,8.0,BAIK
1968,23.5733650478243,33.0,25.0,4.0,28.0,8.0,BAIK
1969,19.170987109852618,26.0,4.0,4.0,16.0,8.776448925853108,BAIK
1970,32.215780639303766,46.0,15.0,8.0,17.0,15.543744485800033,BAIK
1971,9.0,43.0,21.0,4.0,20.0,4.0,BAIK
1972,10.0,35.0,12.0,4.0,22.0,5.0,BAIK
1973,14.0,29.0,3.0,6.0,31.0,7.0,BAIK
1974,20.0,74.0,12.0,13.0,29.0,15.0,SEDANG
1975,19.0,60.0,10.0,6.0,36.0,10.0,SEDANG
1976,14.0,56.0,14.0,5.0,25.0,9.0,SEDANG
1977,10.0,35.0,8.0,5.0,21.0,5.0,BAIK
1978,12.0,33.0,17.0,5.0,24.0,6.0,BAIK
1979,41.0,51.0,19.0,10.0,14.0,27.0,SEDANG
1980,41.0,47.0,18.0,9.0,15.0,20.0,BAIK
1981,38.0,45.0,19.0,9.0,16.0,24.0,BAIK
1982,54.0,73.0,26.0,17.0,11.0,40.0,SEDANG
1983,40.0,47.0,27.0,13.0,10.0,26.0,BAIK
1984,41.0,53.0,37.0,14.0,11.0,31.0,SEDANG
1985,35.0,50.0,30.0,13.0,11.0,29.0,BAIK
1986,33.0,48.0,31.0,12.0,10.0,34.0,BAIK
1987,38.0,52.0,33.0,12.0,11.0,25.0,SEDANG
1988,31.0,38.0,29.0,11.0,13.0,26.0,BAIK
1989,36.0,51.0,29.0,13.0,12.0,35.0,SEDANG
1990,54.0,74.0,37.0,16.0,16.0,43.0,SEDANG
1991,56.0,74.0,35.0,18.0,9.0,39.0,SEDANG
1992,44.0,68.0,35.0,13.0,9.0,30.0,SEDANG
1993,34.0,54.0,33.0,12.0,7.0,19.0,SEDANG
1994,42.0,67.0,36.0,18.0,10.0,26.0,SEDANG
1995,44.0,56.52319471372876,33.0,16.0,6.0,28.02296991780633,BAIK
1996,48.0,67.49921571878437,37.16966400955149,15.50677765732891,24.571280961694253,25.35515075853954,BAIK
1997,53.0,73.0,32.0,28.0,6.0,26.0,SEDANG
1998,42.0,50.0,31.0,11.0,10.0,22.0,BAIK
1999,51.0,72.0,40.0,20.0,9.0,30.0,SEDANG
2000,50.0,63.0,33.0,22.0,9.0,31.0,SEDANG
2001,56.0,70.0,48.0,21.0,8.0,30.0,SEDANG
2002,42.0,55.0,28.0,15.0,14.0,28.0,SEDANG
2003,47.0,66.0,38.0,19.0,5.0,31.0,SEDANG
2004,45.0,57.0,30.0,17.0,7.0,30.0,SEDANG
2005,54.0,85.0,36.0,26.0,12.0,50.0,SEDANG
2006,44.0,57.0,33.0,13.0,10.0,23.0,SEDANG
2007,51.0,33.0,20.0,6.0,17.0,7.0,SEDANG
2008,38.0,35.0,20.0,5.0,19.0,9.0,BAIK
2009,39.0,37.0,20.0,5.0,21.0,10.0,BAIK
2010,52.0,61.0,21.0,7.0,16.0,10.0,SEDANG
2011,42.0,42.0,23.0,7.0,11.0,14.0,BAIK
2012,40.0,51.0,21.0,4.0,14.0,11.0,SEDANG
2013,35.0,44.0,21.0,6.0,15.0,15.0,BAIK
2014,42.0,50.0,21.0,6.0,14.0,9.0,BAIK
2015,34.0,33.0,22.0,4.0,15.0,9.0,BAIK
2016,36.0,35.0,21.0,3.0,15.0,10.0,BAIK
2017,34.0,37.0,22.0,4.0,15.0,11.0,BAIK
2018,53.0,71.0,30.0,5.0,19.0,7.0,SEDANG
2019,65.0,79.0,31.0,4.0,20.0,13.0,SEDANG
2020,56.0,70.0,31.0,2.0,17.0,11.0,SEDANG
2021,37.0,51.0,29.0,12.772567042200063,9.0,17.0,SEDANG
2022,39.0,56.0,29.0,13.459009123644236,8.0,21.0,SEDANG
2023,49.0,69.0,31.0,29.0,7.0,50.0,SEDANG
2024,55.97607846085759,67.0,31.0,29.0,8.0,29.0,SEDANG
2025,55.0,38.0,18.0,10.0,24.0,15.0,SEDANG
2026,36.0,49.0,29.0,14.0,10.0,15.0,BAIK
2027,25.0,29.0,28.0,15.0,12.0,12.0,BAIK
2028,32.0,52.0,29.0,15.0,13.0,9.0,SEDANG
2029,37.0,53.0,29.0,13.0,16.0,8.0,SEDANG
2030,37.0,50.0,28.0,13.0,17.0,8.0,BAIK
2031,39.0,53.0,28.0,14.0,18.0,9.0,SEDANG
2032,46.0,56.0,28.0,21.0,13.0,15.0,SEDANG
2033,39.0,47.0,28.0,15.0,15.0,9.0,BAIK
2034,35.0,39.0,28.0,16.0,11.0,13.0,BAIK
2035,51.0,61.0,28.0,20.0,13.0,16.0,SEDANG
2036,54.0,60.0,28.0,16.0,15.0,12.0,SEDANG
2037,37.0,49.0,28.0,16.0,12.0,13.0,BAIK
2038,20.0,21.0,28.0,12.0,12.0,12.0,BAIK
2039,26.0,30.0,28.0,13.0,12.0,13.0,BAIK
2040,22.0,25.0,28.0,12.0,12.0,12.0,BAIK
2041,26.0,58.0,58.0,11.0,20.0,24.0,SEDANG
2042,57.0,94.0,59.0,18.0,26.0,26.0,SEDANG
2043,24.0,53.0,59.0,10.0,24.0,14.0,SEDANG
2044,19.0,46.0,31.250110957427438,10.926798191590066,23.57227197925344,18.990184269524672,BAIK
2045,39.0,65.0,60.0,13.0,22.0,37.0,SEDANG
2046,59.0,99.0,60.0,19.0,23.0,59.0,SEDANG
2047,29.0,52.0,58.0,7.0,16.0,10.0,SEDANG
2048,42.0,72.0,60.0,9.0,17.0,25.0,SEDANG
2049,35.0,58.0,34.51529386526117,13.462854047023384,24.16781786668571,22.507835742110913,SEDANG
2050,42.0,67.0,35.9228491762553,14.82080935009886,25.631243649717856,24.20783501023392,SEDANG
2051,59.0,87.0,39.35157907420791,17.995668371388675,28.589568439190337,28.256658080998758,SEDANG
2052,40.0,64.0,59.0,16.0,22.0,46.0,SEDANG
2053,50.0,86.0,63.0,12.0,22.0,35.0,SEDANG
2054,40.0,63.0,58.0,11.0,12.0,32.0,SEDANG
2055,42.0,65.0,59.0,6.0,8.0,20.0,SEDANG
2056,32.0,53.0,58.0,8.0,8.0,29.76768125974445,SEDANG
2057,39.0,70.0,57.0,11.0,7.0,37.0,SEDANG
2058,20.0,40.0,55.0,7.0,13.0,21.0,SEDANG
2059,23.0,39.0,17.0,6.0,17.0,15.0,BAIK
2060,35.0,56.0,26.0,7.0,15.0,35.0,SEDANG
2061,42.0,66.0,21.0,11.0,15.0,38.0,SEDANG
2062,56.0,87.0,19.0,11.0,13.0,27.0,SEDANG
2063,52.0,73.0,20.0,12.0,11.0,36.0,SEDANG
2064,43.0,65.0,21.0,12.0,15.0,24.0,SEDANG
2065,39.0,62.0,19.0,18.0,10.0,56.0,SEDANG
2066,56.0,84.0,21.0,16.0,15.0,34.0,SEDANG
2067,56.0,92.0,21.0,25.0,11.0,93.0,SEDANG
2068,33.0,53.0,19.0,13.0,8.0,29.0,SEDANG
2069,17.0,26.0,18.0,4.0,10.0,9.0,BAIK
2070,31.0,28.0,18.0,8.0,8.0,36.0,BAIK
2071,24.0,30.0,7.0,12.0,11.0,14.0,BAIK
2072,48.0,25.0,16.0,11.0,32.0,18.0,BAIK
2073,54.0,74.17418439942946,16.0,14.0,32.0,20.0,SEDANG
2074,37.0,32.0,15.0,10.0,30.0,16.0,BAIK
2075,26.0,25.0,15.0,8.0,19.0,19.0,BAIK
2076,26.0,41.0,29.0,13.0,11.0,15.0,BAIK
2077,47.172718060930265,63.0,32.0,17.0,15.0,8.0,SEDANG
2078,45.263927545296674,56.0,32.0,19.0,12.0,15.0,SEDANG
2079,48.97872093814857,63.0,32.0,19.0,10.0,15.0,SEDANG
2080,35.61894193603179,43.0,30.0,15.0,19.0,8.0,BAIK
2081,31.0,51.0,40.0,16.0,17.0,21.0,SEDANG
2082,54.0,61.0,35.0,19.0,9.0,18.0,SEDANG
2083,64.0,83.0,31.0,22.0,11.0,24.0,SEDANG
2084,41.0,59.0,28.0,20.0,11.0,10.0,SEDANG
2085,33.0,57.0,25.0,9.0,19.0,14.0,SEDANG
2086,41.0,68.0,24.0,13.0,17.0,21.0,SEDANG
2087,41.0,64.0,27.0,13.0,17.0,21.0,SEDANG
2088,54.0,84.0,35.0,15.0,16.0,45.0,SEDANG
2089,31.0,44.0,33.0,5.0,14.0,9.0,BAIK
2090,25.0,50.0,36.0,6.0,15.0,7.0,BAIK
2091,31.0,58.0,37.0,12.0,18.0,40.0,SEDANG
2092,35.0,56.0,41.0,10.0,16.0,18.0,SEDANG
2093,45.0,60.0,44.0,12.0,15.0,25.0,SEDANG
2094,49.0,69.0,44.0,13.0,16.0,27.0,SEDANG
2095,46.0,66.0,44.0,12.0,19.0,21.0,SEDANG
2096,57.0,85.0,48.0,14.0,19.0,28.0,SEDANG
2097,53.0,78.0,50.0,12.0,14.0,39.0,SEDANG
2098,47.0,71.0,51.0,9.0,12.0,42.0,SEDANG
2099,35.0,60.0,49.0,7.0,10.0,25.0,SEDANG
2100,61.0,92.0,39.74016220724953,18.54454416188635,29.786694501914532,28.84665614734746,SEDANG
2101,53.0,75.0,52.0,13.0,7.0,52.0,SEDANG
2102,45.0,68.0,36.54205837520183,15.21350953421814,25.341950351184565,24.81371907838833,SEDANG
2103,59.0,82.0,39.37952868911876,17.664427216290804,26.985735829482962,28.04195574917672,SEDANG
2104,32.0,56.0,50.0,9.0,11.0,28.0,SEDANG
2105,45.0,64.0,55.0,9.0,14.0,20.0,SEDANG
2106,40.0,70.0,54.0,8.0,9.0,20.0,SEDANG
2107,46.0,67.0,59.0,12.0,12.0,42.0,SEDANG
2108,45.0,70.0,52.0,18.0,19.0,40.0,SEDANG
2109,41.0,67.0,53.0,14.0,11.0,47.0,SEDANG
2110,46.0,65.0,57.0,11.0,11.0,51.0,SEDANG
2111,63.0,94.0,57.0,20.0,16.0,45.0,SEDANG
2112,34.0,61.0,61.0,11.0,25.0,20.0,SEDANG
2113,39.0,15.0,12.0,9.0,24.0,13.0,BAIK
2114,41.0,14.0,12.0,10.0,23.0,12.0,BAIK
2115,52.0,21.0,13.0,13.0,24.0,14.0,SEDANG
2116,52.0,30.0,14.0,16.0,22.0,20.0,SEDANG
2117,35.0,14.0,13.0,9.0,16.0,14.0,BAIK
2118,31.0,16.0,13.0,8.0,19.0,14.0,BAIK
2119,40.0,19.0,13.0,12.0,21.0,20.0,BAIK
2120,44.0,23.0,13.0,11.0,20.0,19.0,BAIK
2121,21.908999507480402,19.0,14.0,15.0,19.0,17.0,BAIK
2122,34.0,18.0,34.53062441057172,10.704107488540515,11.54051026251829,20.6025692202713,BAIK
2123,42.0,22.0,13.0,12.0,23.0,19.0,BAIK
2124,58.0,32.0,14.0,17.0,21.0,23.0,SEDANG
2125,72.0,52.0,15.0,14.0,19.0,15.0,SEDANG
2126,56.0,39.0,16.0,11.0,19.0,23.0,SEDANG
2127,43.0,23.0,14.0,9.0,12.0,8.0,BAIK
2128,54.0,35.0,15.0,18.0,15.0,21.0,SEDANG
2129,77.0,60.0,14.0,24.0,14.0,12.0,SEDANG
2130,33.0,35.0,15.0,11.0,20.0,14.0,BAIK
2131,46.0,39.0,17.0,10.0,23.0,18.0,BAIK
2132,37.0,33.0,16.0,10.0,18.0,12.0,BAIK
2133,42.0,36.0,17.0,15.0,17.0,15.0,BAIK
2134,36.0,43.0,15.0,15.0,32.0,22.0,BAIK
2135,44.0,50.0,15.0,18.0,8.0,10.0,BAIK
2136,49.0,30.0,15.0,14.0,17.0,21.0,BAIK
2137,82.0,55.0,15.0,23.0,24.0,23.0,SEDANG
2138,49.0,36.0,16.0,14.0,28.0,20.0,BAIK
2139,12.0,50.0,15.0,5.0,31.0,12.0,BAIK
2140,13.0,41.0,13.0,5.0,44.0,8.0,BAIK
2141,11.0,50.0,13.0,5.0,46.0,10.0,BAIK
2142,19.0,83.0,22.0,10.0,33.0,13.0,SEDANG
2143,19.0,40.0,24.0,5.0,27.0,10.0,BAIK
2144,15.0,51.0,22.0,6.0,28.0,10.0,SEDANG
2145,11.0,36.0,14.0,7.0,34.0,9.0,BAIK
2146,24.0,41.0,17.0,7.0,29.0,13.0,BAIK
2147,12.0,41.0,19.0,6.0,30.0,10.0,BAIK
2148,51.0,50.0,15.0,7.0,33.0,10.0,SEDANG
2149,52.0,47.0,15.0,7.0,38.0,9.0,SEDANG
2150,18.0,78.0,26.0,9.0,34.0,13.0,SEDANG
2151,19.0,77.0,25.0,10.0,28.0,10.0,SEDANG
2152,11.0,59.0,23.0,5.0,14.0,5.0,SEDANG
2153,10.0,53.0,21.0,4.0,17.0,5.0,SEDANG
2154,17.0,64.0,27.0,7.0,21.0,7.0,SEDANG
2155,14.0,59.0,24.0,11.0,24.0,5.0,SEDANG
2156,14.0,69.0,30.0,15.0,21.0,7.0,SEDANG
2157,24.0,92.0,24.0,18.0,23.0,6.0,SEDANG
2158,16.0,51.0,31.0,8.0,20.0,6.0,SEDANG
2159,14.0,33.04574228527407,30.279826903476607,9.525541793734515,20.435991118197535,17.49520978860941,BAIK
2160,17.0,59.0,48.0,7.0,15.0,5.0,SEDANG
2161,35.0,78.0,42.0,13.0,16.0,5.0,SEDANG
2162,14.0,66.0,18.0,11.0,35.0,5.0,SEDANG
2163,18.0,75.0,28.0,13.0,25.0,4.0,SEDANG
2164,16.0,60.0,29.0,10.0,24.0,6.0,SEDANG
2165,29.0,111.0,24.0,21.0,34.0,8.0,TIDAK SEHAT
2166,20.0,71.0,24.0,9.0,31.0,6.0,SEDANG
2167,59.0,55.0,16.0,16.0,32.0,16.0,SEDANG
2168,32.0,25.0,15.0,7.0,22.0,12.0,BAIK
2169,52.0,54.0,18.0,11.0,28.0,18.0,SEDANG
2170,53.0,44.0,16.0,15.0,21.0,18.0,SEDANG
2171,48.0,40.0,37.323375340631294,13.68501101876977,15.750427916348487,24.174329621974945,BAIK
2172,48.46550906801714,68.0,37.2638179916481,15.590611578653181,24.637218455895763,25.464017403689258,SEDANG
2173,46.0,50.0,20.0,9.0,29.0,19.0,BAIK
2174,54.0,55.0,21.0,11.0,25.0,22.0,SEDANG
2175,52.0,43.0,17.0,9.0,18.0,12.0,SEDANG
2176,29.0,31.0,16.0,6.0,11.0,6.0,BAIK
2177,28.0,26.0,16.0,8.0,10.0,7.0,BAIK
2178,26.0,20.0,16.0,8.0,19.0,15.0,BAIK
2179,24.0,24.0,16.0,8.0,22.0,16.0,BAIK
2180,38.0,36.0,21.0,9.0,25.0,18.0,BAIK
2181,36.0,31.0,17.0,11.0,23.0,18.0,BAIK
2182,47.0,51.0,18.0,13.0,27.0,21.0,SEDANG
2183,42.0,37.0,18.0,12.0,17.0,16.0,BAIK
2184,41.0,36.0,17.0,12.0,20.0,16.0,BAIK
2185,37.0,33.0,16.0,18.0,14.0,12.0,BAIK
2186,53.0,44.0,17.0,19.0,20.0,16.0,SEDANG
2187,71.0,54.0,17.0,20.0,18.0,15.0,SEDANG
2188,45.0,33.0,17.0,13.0,14.0,15.0,BAIK
2189,18.0,19.0,16.0,6.0,13.0,8.0,BAIK
2190,26.0,28.0,16.0,9.0,12.0,8.0,BAIK
2191,23.0,24.0,17.0,7.0,14.0,5.0,BAIK
2192,10.0,59.0,17.0,9.0,28.0,6.0,SEDANG
2193,25.0,92.0,21.0,11.0,39.0,5.0,SEDANG
2194,12.0,54.0,16.0,7.0,42.0,4.0,SEDANG
2195,31.658065905066717,52.0,21.0,6.0,38.0,6.0,SEDANG
2196,18.0,63.0,25.0,10.0,36.0,6.0,SEDANG
2197,30.0,90.0,25.0,11.0,39.0,4.0,SEDANG
2198,15.0,28.0,17.0,2.0,24.0,2.0,BAIK
2199,12.0,61.0,19.0,4.0,29.0,2.0,SEDANG
2200,27.0,75.0,20.0,12.0,30.0,4.0,SEDANG
2201,10.0,77.0,16.0,15.0,29.0,4.0,SEDANG
2202,9.0,100.0,23.0,19.0,27.0,5.0,SEDANG
2203,5.0,54.0,47.0,3.0,28.0,4.0,SEDANG
2204,8.0,73.0,53.0,4.0,35.0,4.0,SEDANG
2205,36.012890184922455,58.0,22.0,4.0,23.0,2.0,SEDANG
2206,21.0,25.0,17.0,2.0,19.0,1.0,BAIK
2207,27.0,47.0,16.0,4.0,13.0,1.0,BAIK
2208,20.0,63.0,30.0,8.0,16.0,2.0,SEDANG
2209,16.0,21.0,16.0,4.0,28.0,11.0,BAIK
2210,27.0,38.0,19.0,6.0,24.0,11.0,BAIK
2211,27.0,55.0,37.0,5.0,34.0,11.0,SEDANG
2212,23.0,58.0,19.0,6.0,27.0,12.0,SEDANG
2213,22.0,72.0,28.0,8.0,38.0,12.0,SEDANG
2214,39.0,64.0,27.0,12.0,38.0,10.0,SEDANG
2215,24.0,60.0,25.0,7.0,34.0,11.0,SEDANG
2216,33.0,59.0,24.0,7.0,29.0,11.0,SEDANG
2217,25.0,77.0,19.0,10.0,44.0,11.0,SEDANG
2218,23.0,73.0,21.0,12.0,39.0,10.0,SEDANG
2219,16.0,52.0,17.0,7.0,32.0,11.0,SEDANG
2220,10.0,20.0,19.0,3.0,24.0,10.0,BAIK
2221,12.0,52.0,26.0,5.0,21.0,12.0,SEDANG
2222,13.0,37.0,35.0,3.0,23.0,13.0,BAIK
2223,36.0,59.0,29.0,16.0,11.0,33.0,SEDANG
2224,51.0,69.0,28.0,14.0,18.0,28.0,SEDANG
2225,35.0,55.0,27.0,14.0,15.0,30.0,SEDANG
2226,29.0,53.0,28.0,13.0,16.0,31.0,SEDANG
2227,43.0,61.0,32.0,15.0,10.0,37.0,SEDANG
2228,54.0,81.0,32.0,20.0,16.0,42.0,SEDANG
2229,25.0,34.0,28.0,8.0,14.0,15.0,BAIK
2230,44.0,72.0,31.0,15.0,18.0,27.0,SEDANG
2231,47.0,70.0,29.0,15.0,17.0,34.0,SEDANG
2232,43.0,64.0,27.0,17.0,11.0,34.0,SEDANG
2233,56.0,75.60591535019856,38.79080215215734,16.914127272292298,25.54429033663466,27.204548633817218,SEDANG
2234,39.0,62.0,42.0,15.0,13.0,37.0,SEDANG
2235,49.0,71.0,37.0,15.0,12.0,38.0,SEDANG
2236,43.0,59.0,31.0,12.0,10.0,23.0,SEDANG
2237,27.0,47.0,29.0,10.0,9.0,14.0,BAIK
2238,26.0,44.0,28.0,10.0,9.0,13.0,BAIK
2239,37.0,57.0,33.0,13.0,6.0,20.0,SEDANG
2240,18.0,40.0,27.0,11.0,13.0,22.0,BAIK
2241,30.0,54.0,31.0,12.0,13.0,31.0,SEDANG
2242,59.0,60.0,36.0,12.0,16.0,31.0,SEDANG
2243,36.0,57.0,29.0,11.0,15.0,25.0,SEDANG
2244,45.0,66.0,30.0,13.0,15.0,29.0,SEDANG
2245,50.0,63.0,29.0,20.0,10.0,26.0,SEDANG
2246,38.0,60.0,29.0,13.0,13.0,23.0,SEDANG
2247,36.0,49.180548748081506,28.0,15.0,8.0,22.0,BAIK
2248,42.0,64.0,27.0,17.0,10.0,28.0,SEDANG
2249,50.0,71.0,26.0,18.0,7.0,26.0,SEDANG
2250,32.0,47.0,27.0,10.0,8.0,19.0,BAIK
2251,17.0,33.0,26.0,6.0,11.0,11.0,BAIK
2252,22.0,37.0,28.0,8.0,11.0,11.0,BAIK
2253,24.0,40.0,30.0,7.0,11.0,8.0,BAIK
2254,49.0,73.0,37.347174256195935,15.98001996011562,26.13236986692558,25.77901287926371,SEDANG
2255,51.0,68.0,30.0,16.0,25.0,7.0,SEDANG
2256,43.0,56.0,29.0,17.0,16.0,10.0,SEDANG
2257,32.0,51.0,30.0,15.0,18.0,7.0,SEDANG
2258,52.0,63.0,37.0,16.0,17.0,15.0,SEDANG
2259,60.0,83.0,31.0,20.0,20.0,15.0,SEDANG
2260,31.0,34.0,28.0,13.0,15.0,12.0,BAIK
2261,51.0,67.0,31.0,17.0,22.0,8.0,SEDANG
2262,59.0,75.0,34.0,23.0,15.0,11.0,SEDANG
2263,51.0,69.0,31.0,22.0,15.0,15.0,SEDANG
2264,37.0,56.0,31.0,14.0,13.0,10.0,SEDANG
2265,48.0,58.0,31.0,14.0,13.0,11.0,SEDANG
2266,51.0,62.0,30.0,16.0,12.0,13.0,SEDANG
2267,26.0,37.0,28.0,14.0,11.0,14.0,BAIK
2268,31.0,47.0,33.7437175221601,12.298854235008461,21.45279921929584,21.2848991430491,BAIK
